"Filter","ModelType","Variable","Estimate","StdError","pValue"
"R2_0.99_Logistic_1","num_tech","easier_scitech_Average",NA,NA,NA
"R2_0.99_Logistic_1","num_tech","FirstCommercialYr",0.00306739261425268,0.000134501784250333,5.91272538298374e-83
"R2_0.99_Logistic_1","num_tech","log_Average.lifetime",-0.0742932573021688,0.0116717099907602,4.706159807652e-10
"R2_0.99_Logistic_1","num_tech","Log_GDPavg",NA,NA,NA
"R2_0.99_Logistic_1","num_tech","log_Granularity.Numerical",-0.0205495944628137,0.00222038285333839,7.06029059681707e-19
"R2_0.99_Logistic_1","num_tech","log_Material.Use.Numerical",-0.0245695239377724,0.00391551126902042,7.60962712175086e-10
"R2_0.99_Logistic_1","num_tech","rdspending_Average",NA,NA,NA
"R2_0.99_Logistic_1","gov","(Intercept)",0.0591411962903712,0.172075937604394,0.731604511373513
"R2_0.99_Logistic_1","gov","(Intercept)",0.0247670448118045,0.211155686801763,0.90679979938434
"R2_0.99_Logistic_1","gov","(Intercept)",0.218551199256382,0.00931814015917434,1.570701808231e-87
"R2_0.99_Logistic_1","gov","(Intercept)",0.299294726658457,0.0202858575761951,1.09723018864124e-37
"R2_0.99_Logistic_1","gov","(Intercept)",-0.24572111742396,0.0620313549696417,8.25758524026563e-05
"R2_0.99_Logistic_1","gov","(Intercept)",0.306438687699026,0.0126094699766707,2.64396888287893e-93
"R2_0.99_Logistic_1","gov","Capacity_Average",0.0393617323411582,0.008503375386866,4.47981994799015e-06
"R2_0.99_Logistic_1","gov","demNot Democracy",-0.115763571147681,0.015940081892084,1.09093605728802e-12
"R2_0.99_Logistic_1","gov","direction_scitech_Average",0.0297745893796778,0.0252050923857283,0.239533098330595
"R2_0.99_Logistic_1","gov","easier_scitech_Average",0.0331397101196356,0.0294792547073183,0.262906553563822
"R2_0.99_Logistic_1","gov","FirstCommercialYr",NA,NA,NA
"R2_0.99_Logistic_1","gov","log_Average.lifetime",NA,NA,NA
"R2_0.99_Logistic_1","gov","Log_GDPavg",0.0546325150270738,0.00704525477796514,3.31957244868667e-14
"R2_0.99_Logistic_1","gov","log_Granularity.Numerical",NA,NA,NA
"R2_0.99_Logistic_1","gov","log_Material.Use.Numerical",NA,NA,NA
"R2_0.99_Logistic_1","gov","rdspending_Average",0.0062206410570459,0.0145598862104594,0.669497362727554
"R2_0.99_Logistic_1","dunn_test",NA,NA,NA,NA
"R2_0.99_Logistic_2","num_tech","(Intercept)",0.636343747309661,0.0384410936860274,6.43092367429284e-50
"R2_0.99_Logistic_2","num_tech","(Intercept)",0.198620955310369,0.0281944544196908,5.61176416279052e-12
"R2_0.99_Logistic_2","num_tech","(Intercept)",0.590395867047326,0.0502115985848512,1.9607115489764e-28
"R2_0.99_Logistic_2","num_tech","(Intercept)",-8.97659836634022,0.45737427192631,1.78066837622409e-67
"R2_0.99_Logistic_2","num_tech","Capacity_Average",NA,NA,NA
"R2_0.99_Logistic_2","num_tech","demNot Democracy",NA,NA,NA
"R2_0.99_Logistic_2","num_tech","direction_scitech_Average",NA,NA,NA
"R2_0.99_Logistic_2","num_tech","easier_scitech_Average",NA,NA,NA
"R2_0.99_Logistic_2","num_tech","FirstCommercialYr",0.00488448619881111,0.000240588202466582,4.29228015806295e-71
"R2_0.99_Logistic_2","num_tech","log_Average.lifetime",-0.0915702033153459,0.0192185334958384,2.46492504867657e-06
"R2_0.99_Logistic_2","num_tech","Log_GDPavg",NA,NA,NA
"R2_0.99_Logistic_2","num_tech","log_Granularity.Numerical",-0.0326689643789254,0.00380810653001836,1.06224955899921e-16
"R2_0.99_Logistic_2","num_tech","log_Material.Use.Numerical",-0.0377734577614625,0.00654098725149455,1.29236199705664e-08
"R2_0.99_Logistic_2","num_tech","rdspending_Average",NA,NA,NA
"R2_0.99_Logistic_2","gov","(Intercept)",0.42974274891176,0.280119241819553,0.127007379117481
"R2_0.99_Logistic_2","gov","(Intercept)",0.313680834299891,0.354626481893087,0.377758114887851
"R2_0.99_Logistic_2","gov","(Intercept)",0.299313027407505,0.0159960995339139,3.32846038283404e-63
"R2_0.99_Logistic_2","gov","(Intercept)",0.431383452111553,0.0319743610972054,1.12541610427515e-33
"R2_0.99_Logistic_2","gov","(Intercept)",-0.348228077392718,0.103150156794574,0.000775198806721613
"R2_0.99_Logistic_2","gov","(Intercept)",0.412647717158679,0.0211114387810175,2.8033689678405e-68
"R2_0.99_Logistic_2","gov","Capacity_Average",0.0467322240396806,0.0146284098639383,0.00146560920737325
"R2_0.99_Logistic_2","gov","demNot Democracy",-0.157741248335767,0.0269693523513384,7.58090633135928e-09
"R2_0.99_Logistic_2","gov","direction_scitech_Average",-0.00698603735964266,0.0411763968946402,0.865494995330964
"R2_0.99_Logistic_2","gov","easier_scitech_Average",0.0096557333365555,0.0495664531190199,0.845798406266114
"R2_0.99_Logistic_2","gov","FirstCommercialYr",NA,NA,NA
"R2_0.99_Logistic_2","gov","log_Average.lifetime",NA,NA,NA
"R2_0.99_Logistic_2","gov","Log_GDPavg",0.0748119523072565,0.0116728807199605,2.64893101773273e-10
"R2_0.99_Logistic_2","gov","log_Granularity.Numerical",NA,NA,NA
"R2_0.99_Logistic_2","gov","log_Material.Use.Numerical",NA,NA,NA
"R2_0.99_Logistic_2","gov","rdspending_Average",-0.0148654276280037,0.0233834385343378,0.525372560305508
"R2_0.99_Logistic_2","dunn_test",NA,NA,NA,NA
"R2_0.99_Logistic_5","num_tech","(Intercept)",0.75910382517528,0.0698569213331633,4.49309089641132e-25
"R2_0.99_Logistic_5","num_tech","(Intercept)",0.21894416693347,0.0487071695132822,8.41734285662065e-06
"R2_0.99_Logistic_5","num_tech","(Intercept)",0.819932997973881,0.0873978183905206,1.75679301598267e-19
"R2_0.99_Logistic_5","num_tech","(Intercept)",-12.3619583651397,0.929914258469829,6.17999204939016e-36
"R2_0.99_Logistic_5","num_tech","Capacity_Average",NA,NA,NA
"R2_0.99_Logistic_5","num_tech","demNot Democracy",NA,NA,NA
"R2_0.99_Logistic_5","num_tech","direction_scitech_Average",NA,NA,NA
"R2_0.99_Logistic_5","num_tech","easier_scitech_Average",NA,NA,NA
"R2_0.99_Logistic_5","num_tech","FirstCommercialYr",0.00672026312108878,0.000488680957963172,4.66117642270224e-38
"R2_0.99_Logistic_5","num_tech","log_Average.lifetime",-0.126316590947404,0.0334414340588059,0.000176089182740532
"R2_0.99_Logistic_5","num_tech","Log_GDPavg",NA,NA,NA
"R2_0.99_Logistic_5","num_tech","log_Granularity.Numerical",-0.0320941304736906,0.00689986329155236,4.12405944495488e-06
"R2_0.99_Logistic_5","num_tech","log_Material.Use.Numerical",-0.0648965270382537,0.0109564774518214,5.45013534324656e-09
"R2_0.99_Logistic_5","num_tech","rdspending_Average",NA,NA,NA
"R2_0.99_Logistic_5","gov","(Intercept)",0.208738111240132,0.503275888367128,0.678857227965031
"R2_0.99_Logistic_5","gov","(Intercept)",0.303115848236693,0.637593805710346,0.63512644802472
"R2_0.99_Logistic_5","gov","(Intercept)",0.415513772363869,0.0292908919253343,2.51169375526811e-40
"R2_0.99_Logistic_5","gov","(Intercept)",0.581802292246363,0.0563415274266721,4.34953602881888e-22
"R2_0.99_Logistic_5","gov","(Intercept)",-0.239977141110169,0.193706108379568,0.215782428505146
"R2_0.99_Logistic_5","gov","(Intercept)",0.533473046254978,0.0386883527218019,1.30954522583453e-38
"R2_0.99_Logistic_5","gov","Capacity_Average",0.0337869121371962,0.0269433474696843,0.210261823521362
"R2_0.99_Logistic_5","gov","demNot Democracy",-0.185195923170393,0.0495642284257688,0.000201180275540781
"R2_0.99_Logistic_5","gov","direction_scitech_Average",0.0448731494697406,0.073897611130222,0.544530296927828
"R2_0.99_Logistic_5","gov","easier_scitech_Average",0.0293833132672861,0.0891315111561966,0.742073151444584
"R2_0.99_Logistic_5","gov","FirstCommercialYr",NA,NA,NA
"R2_0.99_Logistic_5","gov","log_Average.lifetime",NA,NA,NA
"R2_0.99_Logistic_5","gov","Log_GDPavg",0.0741131984175474,0.0219193935416128,0.000759368555424634
"R2_0.99_Logistic_5","gov","log_Granularity.Numerical",NA,NA,NA
"R2_0.99_Logistic_5","gov","log_Material.Use.Numerical",NA,NA,NA
"R2_0.99_Logistic_5","gov","rdspending_Average",-0.0502145475776243,0.0414398387606515,0.226397903542555
"R2_0.99_Logistic_5","dunn_test",NA,NA,NA,NA
