,Variable,Technology Name,Country Code,Country Name,Metric,Exponential Fit,exponential goodness,Logistic Fit,Logistic Saturation,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T,Vintage,Number of Points
969,Capture Fisheries_Annual production_AF,Capture Fisheries,AFG,Afghanistan,Annual Production,0.03837641817072192,-1.9325978821215745e+39,0.02654412709379188,23011258.44463576,2374.9259111637775,0.8167999042202837,err,-2.220446049250313e-16,165.55259621629108,1960,61
970,Aquaculture Production_Annual production_UZ,Aquaculture Production,UZB,Uzbekistan,Annual Production,0.048937151073303285,-1.3460565725790731e+59,0.21703394903406534,1591594871.8170197,2064.696840929047,0.8083896865774468,err,-2.220446049250313e-16,20.24775006044189,1988,33
971,Aquaculture Production_Annual production_UY,Aquaculture Production,URY,Uruguay,Annual Production,0.10715505093641856,-2.213490422485086e+163,0.4084623698986173,131.24588840711263,2008.0252307602957,0.6003350703054189,0.12225111065386247,0.5742481617039126,10.75851652078297,1987,34
972,Aquaculture Production_Annual production_US,Aquaculture Production,USA,United States,Annual Production,0.02429258406781988,-1077495139588462.1,0.10084826533243595,499366.6074348268,1979.5440534359948,0.9081347907382151,0.060927249310612774,0.8897009038909637,43.574861106302514,1960,61
973,Aquaculture Production_Annual production_GB,Aquaculture Production,GBR,United Kingdom,Annual Production,0.14584282033546014,-1.0997710111425141e+231,0.21231463892913138,215556.34766319973,1995.744891290663,0.9883960343393462,0.12590294109114936,0.9881065340782292,20.697815171092675,1960,61
974,Aquaculture Production_Annual production_AE,Aquaculture Production,ARE,United Arab Emirates,Annual Production,0.16878496146036995,-2.233662468991535e+270,0.17712499698571083,21746.280272895045,2029.0709878684431,0.7630995436192,err,0.9881065340782292,24.809875677948224,1984,37
975,Aquaculture Production_Annual production_UA,Aquaculture Production,UKR,Ukraine,Annual Production,-0.051400416633825996,0.0,2.125478461084369,35481.82424242425,1967.5144806888484,0.0,1.8994490856243913,0.0,2.067510555919957,1988,33
976,Capture Fisheries_Annual production_AL,Capture Fisheries,ALB,Albania,Annual Production,0.017936735246635884,-567.8600980999039,0.41965485519876866,6589.041776546575,1962.8711844647644,0.13758122793680738,0.3334500099650362,0.13056818004351323,10.471579442566004,1960,61
977,Capture Fisheries_Annual production_BS,Capture Fisheries,BHS,"Bahamas, The",Annual Production,0.025599123866021548,-1.1253353249771511e+18,0.15068180737585185,13872.592450914739,1979.2431169934011,0.8725214279338135,0.10026403418490355,0.8511746568960453,29.163767220492538,1960,61
978,Capture Fisheries_Annual production_AG,Capture Fisheries,ATG,Antigua and Barbuda,Annual Production,0.027716311392679955,-5.500734426888798e+20,0.028273116502354333,53190.668388434395,2111.0355249657578,0.6905956639061326,err,0.8511746568960453,155.42853771732268,1960,61
979,Capture Fisheries_Annual production_GM,Capture Fisheries,GMB,"Gambia, The",Annual Production,0.040459133724129466,-2.419236514760243e+43,0.058927793970830665,89682.75200462904,2010.599714231992,0.9552055281289616,0.016404857102024988,0.9534314275692161,74.57345436769103,1960,61
980,Capture Fisheries_Annual production_LB,Capture Fisheries,LBN,Lebanon,Annual Production,err,,0.015216013916671534,17306.971794032816,2105.1029941735756,0.40815694484768517,err,0.9534314275692161,288.8042281466127,1960,61
981,Capture Fisheries_Annual production_AU,Capture Fisheries,AUS,Australia,Annual Production,0.019550971099842378,-53624.05586355121,0.13790029352224398,204047.01343306826,1969.9111199424258,0.7783837926396401,0.10372124747999908,0.7587525576247323,31.866858600729472,1960,61
982,Capture Fisheries_Annual production_AW,Capture Fisheries,ABW,Aruba,Annual Production,err,,0.5296803374060824,362.0594146339665,1959.9824079387197,0.019056297401185973,0.47962768655964194,0.018824167886138832,8.29641737541677,1960,61
983,Capture Fisheries_Annual production_AM,Capture Fisheries,ARM,Armenia,Annual Production,-0.046745109661574406,0.0,0.013461298652472533,3493902.419429346,2580.610861971174,0.010070331489333673,err,0.018824167886138832,326.45060986484236,1988,33
984,Capture Fisheries_Annual production_AR,Capture Fisheries,ARG,Argentina,Annual Production,0.034801035732024456,-8.935529308229284e+31,0.13162092732728173,955612.8445528798,1980.9414732382268,0.7836788812593731,0.08147202404922724,0.7592826609386281,33.38716147885383,1960,61
985,Capture Fisheries_Annual production_AO,Capture Fisheries,AGO,Angola,Annual Production,err,,0.009917982614116638,4750856206.5079365,2984.572235616955,0.0725224344285732,err,0.7592826609386281,443.0789330501199,1960,61
986,Telephones_Total Number_MX,Telephones,MEX,Mexico,Total Number,0.0710583680151237,-7.711841538817561e+94,0.14197429513601212,13673281.532340806,1984.015817587751,0.9976684671770677,0.03464974032247702,0.9953562325793404,30.952428046658262,1913,62
987,Capture Fisheries_Annual production_AS,Capture Fisheries,ASM,American Samoa,Annual Production,0.046056743570334714,-1.5808698155439388e+53,4.490013612082455,3837.383137461207,2000.2771194962368,0.7492839183581439,4.285873310134182,0.7491997783671611,0.9787162210036834,1973,48
988,Capture Fisheries_Annual production_LV,Capture Fisheries,LVA,Latvia,Annual Production,-0.05169981430051702,1.1102230246251565e-16,-0.07225273361996487,46821535677.89117,1826.8208399195946,0.5329438510623323,err,0.7491997783671611,-60.820524490967706,1988,33
989,Capture Fisheries_Annual production_DZ,Capture Fisheries,DZA,Algeria,Annual Production,0.019358264814181708,-5067.195325390914,0.13773988594644032,116100.14361254287,1980.4524720190675,0.8607570577382626,0.0879995271324905,0.8380967520606926,31.90396975049918,1960,61
990,Capture Fisheries_Annual production_LA,Capture Fisheries,LAO,Lao PDR,Annual Production,0.029393381290404173,-1.1249083042647742e+25,0.0281286560271052,5687333599.839146,2430.2009926311835,0.7614263294387016,err,0.8380967520606926,156.2267728126748,1960,61
991,Capture Fisheries_Annual production_KG,Capture Fisheries,KGZ,Kyrgyz Republic,Annual Production,-0.07377668753493817,0.0,-0.07961694592596084,9684026.24647854,1856.2969860122976,0.5540573562632163,0.4231182827505938,-1.687538997430238e-14,-55.19489731192431,1988,33
992,Aquaculture Production_Annual production_UG,Aquaculture Production,UGA,Uganda,Annual Production,0.2303671844308225,-inf,0.565865370702971,111906.70191283431,2007.861700584151,0.9891187327972175,0.37788840284064845,0.9901612381284886,7.765891645239295,1984,37
993,Aquaculture Production_Annual production_TV,Aquaculture Production,TUV,Tuvalu,Annual Production,-0.04077336356234972,0.0,0.024055473067035173,3362.5645648629898,2317.2464277425547,0.0630171231840777,err,0.9901612381284886,182.67980606436078,2003,18
994,Aquaculture Production_Annual production_TC,Aquaculture Production,TCA,Turks and Caicos Islands,Annual Production,-0.21223391006484196,-2.220446049250313e-16,0.29701119580620056,19.178124142759415,1567.300423874452,0.0,10.764441188761538,-2.220446049250313e-16,14.79556736150718,1987,32
995,Aquaculture Production_Annual production_SK,Aquaculture Production,SVK,Slovak Republic,Annual Production,err,,0.035782064593772055,86127810.98010951,2317.4274833921095,0.32556865164451676,err,-2.220446049250313e-16,122.81150359997122,1993,28
996,Aquaculture Production_Annual production_LK,Aquaculture Production,LKA,Sri Lanka,Annual Production,0.1844655896393329,-inf,0.3366085364975266,40810.5775567995,2012.3378120578727,0.9188782775445922,0.15878471560226595,0.9093127741227048,13.055073410785972,1971,50
997,Aquaculture Production_Annual production_ES,Aquaculture Production,ESP,Spain,Annual Production,0.06303194185938242,-1.9636276319191037e+84,0.15691353301277583,271599.8146660602,1971.6535650251067,0.8210820619501629,0.10443626792867731,0.8320998895940277,28.005545922636546,1960,61
998,Aquaculture Production_Annual production_ZA,Aquaculture Production,ZAF,South Africa,Annual Production,0.15191536178651036,-9.616022571813983e+239,0.1123869979641232,8534.394062481679,1999.7202931025752,0.8636039839884883,0.06561922996324702,0.8802594399375309,39.10104579957959,1974,47
999,Aquaculture Production_Annual production_SB,Aquaculture Production,SLB,Solomon Islands,Annual Production,0.14669516274625008,-1.7552795396446763e+231,1.2933358853523498,8360.343232717276,2009.019068647112,0.8287898654369118,1.1630692561834153,0.8270250689552996,3.397763260450504,1984,37
1000,Aquaculture Production_Annual production_SI,Aquaculture Production,SVN,Slovenia,Annual Production,0.023426530936473747,-6578315977301.715,0.02792365061564292,6870963.790815978,2314.3094279106863,0.6755929981102402,err,0.8270250689552996,157.37373365539298,1992,29
1001,Aquaculture Production_Annual production_SG,Aquaculture Production,SGP,Singapore,Annual Production,0.1235955702374454,-5.392591434435874e+190,0.1923786441432824,5448.475087597634,1992.4398630806613,0.8758040601533503,0.1130273976102725,0.8729941096781374,22.84270779764661,1970,51
1002,Aquaculture Production_Annual production_TM,Aquaculture Production,TKM,Turkmenistan,Annual Production,-0.08638188976778952,0.0,-0.9776750752056007,2352.509298582711,1995.4661779358573,0.9698871992471914,-0.5208355111522299,0.9645227653870181,-4.494795117639985,1988,33
1003,Aquaculture Production_Annual production_SL,Aquaculture Production,SLE,Sierra Leone,Annual Production,0.10835734745200665,-3.446418418879205e+164,0.09733235126402556,136.71650223292224,2012.0889908430888,0.9353107975059123,0.028474794454514778,0.9320318552144999,45.14890576055205,1979,42
1004,Aquaculture Production_Annual production_SC,Aquaculture Production,SYC,Seychelles,Annual Production,-0.15173197293033422,-2.220446049250313e-16,201.31554927326715,262.56207232923,-30064.640380367553,-2.220446049250313e-16,2416.2907781765393,0.0,0.021828662368783957,1989,29
1005,Aquaculture Production_Annual production_RS,Aquaculture Production,SRB,Serbia,Annual Production,err,,-0.3975597240525447,7025.965399871349,2024.9951246925698,0.07039938979757565,-0.39181312019456266,0.07028648024675521,-11.053557211171707,2006,15
1006,Aquaculture Production_Annual production_SN,Aquaculture Production,SEN,Senegal,Annual Production,0.04795790551780672,-2.8330437227288187e+55,1.1439857566465945,1254.2324060028193,2012.529554037856,0.8627977649394538,0.821376897359449,0.855972604608042,3.8413495352897065,1970,51
1007,Aquaculture Production_Annual production_SA,Aquaculture Production,SAU,Saudi Arabia,Annual Production,0.2405819586745928,-inf,0.17165758710782436,13992882941.32625,2089.5025765865016,0.9224990611375887,err,0.855972604608042,25.60008694466925,1986,35
1008,Aquaculture Production_Annual production_WS,Aquaculture Production,WSM,Samoa,Annual Production,0.10015585163997531,-1.8952492365909106e+150,0.32672130031513363,13.62242958236659,2012.9316548973732,0.8878894101826463,0.160511501955438,0.8870882883499235,13.450145890194015,1997,24
1009,Aquaculture Production_Annual production_KN,Aquaculture Production,KNA,St. Kitts and Nevis,Annual Production,-8.738296195018446,0.0,0.018757420353643015,11010.316627248505,2496.6352001179625,0.03393345614952992,err,0.8870882883499235,234.27790558731928,1989,32
1010,Aquaculture Production_Annual production_LC,Aquaculture Production,LCA,St. Lucia,Annual Production,-0.1430029996719355,0.0,-0.01119408523571802,206239.3032631232,1228.8654386625974,0.005861942431784728,err,0.8870882883499235,-392.56884882836675,1985,36
1011,Aquaculture Production_Annual production_SD,Aquaculture Production,SDN,Sudan,Annual Production,0.1914622678946681,-inf,0.18094478650918358,17739.915601246266,2017.7293785648665,0.9341624450854982,0.027851860771499575,0.930275515873581,24.286133021298216,1984,37
1012,Aquaculture Production_Annual production_SR,Aquaculture Production,SUR,Suriname,Annual Production,0.08972520156887573,-1.7201616070805623e+133,7.9549965217796865,124.88275808838864,1939.4454194530945,1.1102230246251565e-16,6.31955893224345,0.0,0.552413711639099,1992,29
1013,Aquaculture Production_Annual production_SE,Aquaculture Production,SWE,Sweden,Annual Production,0.05276246707607798,-1.1281256345618417e+65,0.06734968732316278,19545.351021914525,2007.7421596088031,0.827361829678634,0.030761461169113873,0.835041979156753,65.24824879418718,1960,61
1014,Aquaculture Production_Annual production_CH,Aquaculture Production,CHE,Switzerland,Annual Production,0.1253172898264765,-1.6463268689841624e+195,0.1543394963081027,1595.2999442695543,1991.2332012729485,0.8671413431214349,0.08829725521227158,0.885585587244992,28.472615628471075,1972,49
1015,Aquaculture Production_Annual production_SY,Aquaculture Production,SYR,Syrian Arab Republic,Annual Production,0.14885893052771623,-5.982094419653036e+235,0.3099173580225834,5859.557166754451,1987.8120955149445,0.6684127929089159,0.22851979439036377,0.6605973596766082,14.179422484468326,1968,53
1016,Aquaculture Production_Annual production_TJ,Aquaculture Production,TJK,Tajikistan,Annual Production,-0.04457641133433171,2.220446049250313e-16,-1.1037397881283062,3426.194905149749,1993.2473545931687,0.8872190887315493,-3.7395442009707276,-0.508246745562315,-3.981417723578158,1988,33
1017,Aquaculture Production_Annual production_TZ,Aquaculture Production,TZA,Tanzania,Annual Production,0.23763638634166515,-inf,0.2190372789127357,136871.98158781492,2000.8012615043065,0.9071237900656998,0.1317133177460976,0.9043678219779295,20.06256275865801,1982,39
1018,Aquaculture Production_Annual production_TH,Aquaculture Production,THA,Thailand,Annual Production,0.05696807644277872,-9.702484722696513e+69,0.24099425747222225,1140304.6012860637,1995.0691506639137,0.9209392398002706,0.17280426817348946,0.9075445633886888,18.234663351590264,1960,61
1019,Aquaculture Production_Annual production_TL,Aquaculture Production,TLS,Timor-Leste,Annual Production,0.25121134572852266,-inf,1.3479829583975482,808.6554953001303,2007.4947847866213,0.5673091362011505,1.0049271074991233,0.566172318269927,3.260018331312186,2004,17
1020,Aquaculture Production_Annual production_TG,Aquaculture Production,TGO,Togo,Annual Production,0.08067125210128417,-3.294798435811051e+116,18.75503378094315,865.0000030211598,2018.036493335456,0.8657669387492416,22.032976661195395,0.8657669405683373,0.2343077173839914,1984,37
1021,Aquaculture Production_Annual production_TO,Aquaculture Production,TON,Tonga,Annual Production,0.13018653808878966,-3.696707856275246e+202,0.5649936094189744,150.00560389897706,2003.8790476080437,0.18842028968034763,0.37602034160239306,0.17357819369886052,7.777874088153994,1998,23
1022,Aquaculture Production_Annual production_TT,Aquaculture Production,TTO,Trinidad and Tobago,Annual Production,0.0239334626397472,-4438118521709905.5,-1.3774989609842847,12.89531250001891,2043.299667219829,-2.220446049250313e-16,-1.5938357859033105,1.0769913849628665e-09,-3.1901651319812308,1989,32
1023,Aquaculture Production_Annual production_TN,Aquaculture Production,TUN,Tunisia,Annual Production,0.2082448191581184,-inf,0.22669704336499397,36271.37263876036,2016.5022597189413,0.9865595261031668,0.05276839283066851,0.9815740689893712,19.384677847770377,1975,46
1024,Aquaculture Production_Annual production_TR,Aquaculture Production,TUR,Turkiye,Annual Production,0.14761698819485206,-7.808189639454552e+234,0.1178059997854788,910016.4414960898,2022.6496621250799,0.9869296587266657,0.026540941233243343,0.9893531738978696,37.30242231019302,1960,61
1025,Capture Fisheries_Annual production_AZ,Capture Fisheries,AZE,Azerbaijan,Annual Production,-0.10240032786826098,2.220446049250313e-16,-0.1619504549119594,3848832324.9715977,1919.2679268829904,0.9139088695555374,3.7983913309419686,1.1102230246251565e-16,-27.134528007725446,1988,33
1026,Capture Fisheries_Annual production_AT,Capture Fisheries,AUT,Austria,Annual Production,-0.0386128287997667,1.1102230246251565e-16,-0.08533085981074148,14126.77530595053,1950.9142480253104,0.8842099875772887,3.84260158746221,4.440892098500626e-16,-51.498943810235275,1960,61
1027,Capture Fisheries_Annual production_LS,Capture Fisheries,LSO,Lesotho,Annual Production,0.07850365698649618,-7.281128038744169e+111,0.17883243491864925,53.44452346392407,1996.8843183177594,0.9465246057386546,0.12344870918408506,0.9516221744576537,24.57299849812743,1989,32
1028,Capture Fisheries_Annual production_CD,Capture Fisheries,COD,"Congo, Dem. Rep.",Annual Production,err,,0.04487510232763951,296615.89401276136,1984.0495604429093,0.867485464789149,0.02420686518147956,0.8640507244517057,97.92622025879606,1960,61
1029,Capture Fisheries_Annual production_CG,Capture Fisheries,COG,"Congo, Rep.",Annual Production,0.0309943961298265,-1.904406857236508e+26,0.040903169848895915,172046.02951686058,2020.8670893433377,0.9325644525563948,0.012262921223019866,0.9339095000604528,107.43541810833658,1960,61
1030,Capture Fisheries_Annual production_PF,Capture Fisheries,PYF,French Polynesia,Annual Production,0.02648217671334773,-2.3935746888516362e+17,0.18308829466683427,14370.467904970066,1992.3113935602612,0.8984538969302441,0.2017261392363877,0.8778674023459451,24.00180286057619,1960,61
1031,Capture Fisheries_Annual production_BH,Capture Fisheries,BHR,Bahrain,Annual Production,0.03771224745761496,-2.6449787287270518e+36,0.0749547195982017,18657.16172492939,1992.8655064813547,0.8684046291096421,0.03546979660169074,0.8636611433516691,58.62805141863102,1960,61
1032,Capture Fisheries_Annual production_CR,Capture Fisheries,CRI,Costa Rica,Annual Production,0.034461966173588064,-3.5386970505661504e+32,0.24600905344368337,19848.622377843207,1971.2043151618245,0.6134506236256689,0.1686421239188536,0.6130486616883504,17.86295704632846,1960,61
1033,Capture Fisheries_Annual production_CI,Capture Fisheries,CIV,Cote d'Ivoire,Annual Production,err,,0.21974299163419164,75649.21878650098,1959.9144028657404,0.2215531813519287,0.19308969095303197,0.22114338467137107,19.99813109847855,1960,61
1034,Capture Fisheries_Annual production_FR,Capture Fisheries,FRA,France,Annual Production,err,,-0.05756596689446109,747885.7231143137,2030.1255260746857,0.6741330318738694,-0.04839175784147688,0.6711165925010298,-76.33762432461229,1960,61
1035,Capture Fisheries_Annual production_LR,Capture Fisheries,LBR,Liberia,Annual Production,0.03364966292902733,-3.820812301398777e+30,0.19582907318506138,12739.332607729903,1967.3117903299847,0.4189875834292277,0.1317101080445101,0.4140344006597,22.440228527863272,1960,61
1036,Capture Fisheries_Annual production_HR,Capture Fisheries,HRV,Croatia,Annual Production,0.03519932466997723,-1.4682246548547e+36,0.1475213872768547,89072.70542097233,2006.7061081100023,0.8797974648700623,0.05747879961793509,0.8605287176094057,29.788556329295744,1992,29
1037,Capture Fisheries_Annual production_CU,Capture Fisheries,CUB,Cuba,Annual Production,err,,0.8633587971940394,92063.68845714355,1901.4626234521002,2.220446049250313e-16,4.518750773916531,2.220446049250313e-16,5.089945418931996,1960,61
1038,Nickel_Annual Production_ZA,Nickel,ZAF,South Africa,Annual Production,0.16814091535751824,-6.2100056641439794e+265,6.68497497085283,36366.56380399362,1993.7448179477312,0.9924445799651057,2.9703660241643317,0.9927336216863107,0.6573620954203545,1941,62
1039,Capture Fisheries_Annual production_CW,Capture Fisheries,CUW,Curacao,Annual Production,err,,0.6561931608964163,31404.43339507421,2009.846538655451,0.3990041691558246,0.6017273461365602,0.3945783400765228,6.696883504042077,2011,10
1040,Capture Fisheries_Annual production_CY,Capture Fisheries,CYP,Cyprus,Annual Production,0.015480990017260568,0.052816436690496515,0.8460829771832573,24260.668639593743,1994.3626862008496,0.193353300702911,3.24191999340223,0.0,5.193874919103382,1960,61
1041,Capture Fisheries_Annual production_DK,Capture Fisheries,DNK,Denmark,Annual Production,err,,0.3538364118218607,1382202.0481716215,1961.993310824874,0.15858145142397628,0.3010343757555414,0.15393110531921284,12.419437366680139,1960,61
1042,Capture Fisheries_Annual production_FO,Capture Fisheries,FRO,Faroe Islands,Annual Production,0.029607758572099522,-1.5911218181734237e+25,0.02933638867405346,1730420.1984669163,2038.9618549273957,0.7651348803264568,0.007739240407038409,0.7659215014441214,149.79516407072646,1960,61
1043,Capture Fisheries_Annual production_DJ,Capture Fisheries,DJI,Djibouti,Annual Production,err,,0.0515316964567483,62207292.58545361,2216.5230303870935,0.8366451166994139,err,0.7659215014441214,85.27662500614157,1960,61
1044,Capture Fisheries_Annual production_DM,Capture Fisheries,DMA,Dominica,Annual Production,err,,0.1912443848816568,856.6056569143044,1960.5573200177125,0.1568318077092301,0.16250150703290175,0.15179093391108545,22.97818656161723,1960,61
1045,Capture Fisheries_Annual production_DO,Capture Fisheries,DOM,Dominican Republic,Annual Production,0.033803297482772374,-2.3734392326890167e+32,0.1983737201325984,14727.776646116554,1974.0947672791046,0.7164719950975854,0.13319155366602542,0.6928958650325908,22.152375585511376,1960,61
1046,Capture Fisheries_Annual production_EC,Capture Fisheries,ECU,Ecuador,Annual Production,0.044382368760700196,-1.0044909924520332e+51,0.6676093431882352,539943.0810906711,1974.8819926576468,0.6363559823666387,0.5571260835988953,0.6290480833630012,6.582366168942915,1960,61
1047,Capture Fisheries_Annual production_EG,Capture Fisheries,EGY,"Egypt, Arab Rep.",Annual Production,0.026791474346328753,-3.39751618799975e+18,0.11647950748185862,407805.7003742165,1984.9606697500417,0.9049373935773085,0.05832922064705885,0.8736047882531728,37.72722987652453,1960,61
1048,Capture Fisheries_Annual production_SV,Capture Fisheries,SLV,El Salvador,Annual Production,0.03303682387669288,-8.348904557139913e+26,0.05701825543778962,154677.83474095995,2026.6762318124433,0.8348810126008113,err,0.8736047882531728,77.07091563801089,1960,61
1049,Capture Fisheries_Annual production_GQ,Capture Fisheries,GNQ,Equatorial Guinea,Annual Production,0.031736195454882904,-3.2510671974278395e+26,0.03351767900423725,11021.18396745622,2006.8386822668172,0.622661377043249,0.017286225085484372,0.6257868432009495,131.10839667976114,1960,61
1050,Sugar Output_Annual Production_VN,Cane Sugar,VNM,Vietnam,Annual Production,0.049462933736496906,-7.184380897869199e+59,0.09028090593542577,4832.085599639751,2015.3560478063234,0.9313278857462715,0.004882753271985429,0.9292255774947368,48.67528863540213,1940,62
1051,Capture Fisheries_Annual production_FI,Capture Fisheries,FIN,Finland,Annual Production,err,,0.12010673680936276,163383.24894664082,1966.8220636420513,0.8169241074554447,0.08769478032028655,0.8077906099280553,36.587865688562076,1960,61
1052,Capture Fisheries_Annual production_FJ,Capture Fisheries,FJI,Fiji,Annual Production,0.04426879893979267,-1.5639449722356977e+48,0.12363458034156782,46184.6070995226,1985.4254297993687,0.9437618011763698,0.08019362767032462,0.9465501991435082,35.54385142515794,1960,61
1053,Capture Fisheries_Annual production_ER,Capture Fisheries,ERI,Eritrea,Annual Production,0.09114583173398008,-2.115782184253646e+134,0.7246196906696812,5224.896031432082,1995.1026957567585,0.16238860524335608,0.6087565913040194,0.15709266321887294,6.064490395798055,1993,28
1054,Capture Fisheries_Annual production_EE,Capture Fisheries,EST,Estonia,Annual Production,-0.05246585657231972,0.0,0.9278704531312446,129874.77088662884,1950.3776395386674,-2.220446049250313e-16,1.4342609437975478,-2.220446049250313e-16,4.73605893995512,1988,33
1055,Capture Fisheries_Annual production_SZ,Capture Fisheries,SWZ,Eswatini,Annual Production,1.716875582296696e-05,0.015412622945721544,0.22689815352560727,62.909638036756654,1964.4179100057097,0.16153422674329743,0.21199616954500858,0.15697744731478103,19.36749632551104,1968,53
1056,Capture Fisheries_Annual production_KM,Capture Fisheries,COM,Comoros,Annual Production,0.05391540957900376,-1.1176415865952839e+68,0.09036055189155895,27802.524262731986,1995.3042130602244,0.49006890935951264,0.045567870289339334,0.4864145968138214,48.63238506938499,1960,61
1057,Zinc_Annual Production_AR,Zinc,ARG,Argentina,Annual Production,0.07629443196714926,-1.437965009282942e+104,0.12008216797745885,38.32679690959487,1962.7745612200824,0.9235522782223486,0.07344583488234886,0.9332365507311771,36.59535157207805,1942,62
1058,Capture Fisheries_Annual production_CO,Capture Fisheries,COL,Colombia,Annual Production,err,,0.10378382820881586,106263.87526774517,1964.979510930203,0.4316776254077509,0.08691846874661259,0.42571241813743765,42.34233050095906,1960,61
1059,Capture Fisheries_Annual production_VG,Capture Fisheries,VGB,British Virgin Islands,Annual Production,0.02198476015306784,-183528593795.7145,0.04331796861775352,2753.746592264886,2019.8266905725893,0.5269924594662923,0.005478482234045457,0.5237826557234389,101.44633497128972,1960,61
1060,Capture Fisheries_Annual production_BD,Capture Fisheries,BGD,Bangladesh,Annual Production,0.028301468732869935,-7.143726192066611e+20,0.028567616099959375,118502145275.6391,2405.7170491007596,0.9195588493100914,err,0.5237826557234389,153.82624644968848,1960,61
1061,Capture Fisheries_Annual production_BB,Capture Fisheries,BRB,Barbados,Annual Production,-0.020578075308354513,-2.220446049250313e-16,-0.1117952288363061,3803.534799874299,2014.8734528524906,0.29021236230880165,2.218221563527959,0.0,-39.30802056952647,1960,61
1062,Capture Fisheries_Annual production_BY,Capture Fisheries,BLR,Belarus,Annual Production,-0.034671985831403754,0.0,-0.06728508176353085,192303011.4473323,1820.5394704678206,0.43228148075442063,err,0.0,-65.31089863450642,1988,33
1063,Capture Fisheries_Annual production_BE,Capture Fisheries,BEL,Belgium,Annual Production,-0.01934608268650092,1.1102230246251565e-16,1.7214418726646397,40035.12786885311,1940.6641547288107,-6.661338147750939e-16,3.862950992912322,-1.103273028491003e-11,2.5527723151466164,1960,61
1064,Capture Fisheries_Annual production_BZ,Capture Fisheries,BLZ,Belize,Annual Production,0.088932162187387,-1.0892999608926419e+128,1.270802138286514,203019.42741982866,2004.3256923672002,0.6970546894384455,1.3706615837570932,0.6920587616555005,3.458012087229956,1960,61
1065,Capture Fisheries_Annual production_BJ,Capture Fisheries,BEN,Benin,Annual Production,err,,0.00846909199620759,291827382.75646514,3044.753950825371,0.40546831878999845,err,0.6920587616555005,518.8807910742082,1960,61
1066,Capture Fisheries_Annual production_BM,Capture Fisheries,BMU,Bermuda,Annual Production,err,,7.516758298043096,1290.4668631446807,1818.4111193223443,-2.220446049250313e-16,8.89729243791478,0.0,0.584620255225778,1960,61
1067,Capture Fisheries_Annual production_BT,Capture Fisheries,BTN,Bhutan,Annual Production,-0.03161866641476469,0.0,5.985315905907202,86.5245902053216,1901.2398116665806,-2.220446049250313e-16,5.210498559341607,-4.440892098500626e-16,0.7342050484478759,1960,61
1068,Capture Fisheries_Annual production_BO,Capture Fisheries,BOL,Bolivia,Annual Production,0.03952629940791827,-7.4442829863903e+40,0.10789135210718628,7225.699977231075,1982.152394697407,0.9222907203157054,0.06198410880013656,0.9172632024529066,40.730318684918394,1960,61
1069,Capture Fisheries_Annual production_BA,Capture Fisheries,BIH,Bosnia and Herzegovina,Annual Production,err,,0.1576848523877051,312.7370322807305,1989.3105663853064,0.9056278735311155,0.1350825463792157,0.9027940976029504,27.86855609863944,1992,29
1070,Capture Fisheries_Annual production_BW,Capture Fisheries,BWA,Botswana,Annual Production,-0.04158261642735837,3.3306690738754696e-16,-1.071177135696278,1098.9672316070646,1993.3808873471653,0.58544691489543,-63.97146863435154,0.5537391702806471,-4.102448613054081,1960,61
1071,Capture Fisheries_Annual production_BR,Capture Fisheries,BRA,Brazil,Annual Production,0.017315890236325685,-1121.399148882272,0.23408627989820696,752095.6198851264,1964.1804806348368,0.724155366719508,0.1845476759923176,0.7087109201214854,18.772775391122355,1960,61
1072,Capture Fisheries_Annual production_CN,Capture Fisheries,CHN,China,Annual Production,0.03005642592101019,-5.235174236088578e+22,0.13051786207023502,16483814.871923057,1989.3166495667297,0.934353557492908,0.06544407000439549,0.9065727525395547,33.669331423063554,1960,61
1073,Capture Fisheries_Annual production_GA,Capture Fisheries,GAB,Gabon,Annual Production,0.026258939306288472,-4.501458289904511e+16,0.12323937993727743,38391.52639535481,1979.974434378712,0.7762291087176242,0.07940293427965983,0.7532404978635103,35.65783239828852,1960,61
1074,Capture Fisheries_Annual production_BN,Capture Fisheries,BRN,Brunei Darussalam,Annual Production,0.04658452627803752,-3.948434105753741e+53,0.058303643975122055,1089470088.3941255,2218.398203211497,0.5190775440198092,err,0.7532404978635103,75.37177533101591,1960,61
1075,Capture Fisheries_Annual production_BG,Capture Fisheries,BGR,Bulgaria,Annual Production,err,,0.8769301348282639,45175.80392757145,1787.737952157996,1.1102230246251565e-16,7.533213984819423,0.0,5.011173615938103,1960,61
1076,Capture Fisheries_Annual production_BF,Capture Fisheries,BFA,Burkina Faso,Annual Production,0.04462880735420954,-3.7204619190994845e+49,0.04363420222823797,4407744895.62517,2296.2793374151634,0.8835640146247516,err,0.0,100.71111491133352,1960,61
1077,Capture Fisheries_Annual production_BI,Capture Fisheries,BDI,Burundi,Annual Production,err,,0.006329831830983763,10895727.870296836,3039.104253746528,0.12241669009528156,err,0.0,694.2442188056467,1960,61
1078,Capture Fisheries_Annual production_CV,Capture Fisheries,CPV,Cabo Verde,Annual Production,0.04149476396573188,-3.275325459791411e+46,0.046142449147066604,87682.35440969701,2036.2627249129616,0.7227678386960354,0.0032441104868784604,0.7210907931368462,95.23658227733682,1960,61
